manufacturercode,manufacturername,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,recordcount,percent,yyyyqqretailereow
9999999999,ALL,2,Dry Grocery,1360,Print At Home,7,Ice Cream & Frozen Yogurt,1,Food,82,0.00000120,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,8,Condiments/Dips/Gravies/Sauces,1,Food,62,0.00000091,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,3,Medical Test Kits & Devices,1,Food,447,0.00000655,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,3,Coffee Creamers & Hot Chocolate Mix,1,Food,584,0.00000856,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,9,Meat/Poultry/Seafood,1,Food,636,0.00000932,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,9,Sanitary Protection & Feminine Hygiene,1,Food,49,0.00000072,201601
9999999999,ALL,2,Dry Grocery,202,FSI,22,Trash Bags,1,Food,3057,0.00004480,201601
9999999999,ALL,2,Dry Grocery,202,FSI,1,Bread Products,1,Food,276,0.00000404,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,1,Baby Food,1,Food,17375,0.00025463,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,10,Ready to Eat Fruits & Salads,1,Food,147,0.00000215,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Heat & Eat Prepared Foods,1,Food,526,0.00000771,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,2,Coffee & Tea,1,Food,27,0.00000040,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,7,Heat & Eat Prepared Foods,1,Food,2,0.00000003,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Milk,1,Food,11059,0.00016207,201601
9999999999,ALL,2,Dry Grocery,1299,Military,10,Ready to Eat Fruits & Salads,1,Food,35,0.00000051,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,4,Dough Products,1,Food,270,0.00000396,201601
9999999999,ALL,2,Dry Grocery,1299,Military,2,Cosmetics,1,Food,70,0.00000103,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,13,Meal & Side Dish Mixes & Kits,1,Food,24,0.00000035,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,10,Household Maintenance Products,1,Food,169,0.00000248,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,7,Yogurt - Shakes & Drinks,1,Food,425,0.00000623,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,8,Condiments/Dips/Gravies/Sauces,1,Food,38,0.00000056,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,373,0.00000547,201601
