manufacturercode,manufacturername,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,recordcount,percent,yyyyqqretailereow
9999999999,ALL,2,Dry Grocery,9999,Unknown,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,159,0.00000213,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,1,Baby Hygiene,1,Food,282,0.00000377,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Candy & Gum,1,Food,170,0.00000227,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,11,Sour Cream & Whipped Cream - Canned,1,Food,461,0.00000616,201602
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,2,First Aid,1,Food,9,0.00000012,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,5,Candy & Gum,1,Food,1832,0.00002449,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,1,Bread Products,1,Food,173,0.00000231,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,1,Health Aids & Remedies,1,Food,13,0.00000017,201602
9999999999,ALL,2,Dry Grocery,202,FSI,8,Greeting Cards/Pre-Paid Gift Cards,1,Food,40,0.00000053,201602
9999999999,ALL,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,632,0.00000845,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,1,Butter & Margarine,1,Food,75,0.00000100,201602
9999999999,ALL,2,Dry Grocery,202,FSI,3,Books & Magazines,1,Food,14,0.00000019,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,23,Vegetables - Canned & Dried,1,Food,61,0.00000082,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,9,Household Cleaners & Supplies,1,Food,10182,0.00013610,201602
9999999999,ALL,2,Dry Grocery,1299,Military,8,Condiments/Dips/Gravies/Sauces,1,Food,9,0.00000012,201602
9999999999,ALL,2,Dry Grocery,202,FSI,3,Desserts,1,Food,110,0.00000147,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,9,Meat/Poultry/Seafood,1,Food,234,0.00000313,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Heat & Eat Prepared Foods,1,Food,830,0.00001109,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,9,Meat/Poultry/Seafood,1,Food,863,0.00001154,201602
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,11,Sour Cream & Whipped Cream - Canned,1,Food,80,0.00000107,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,260,0.00000348,201602
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,5,Eggs,1,Food,342,0.00000457,201602
9999999999,ALL,2,Dry Grocery,202,FSI,9,"Crackers, Cookies & Snack Bars",1,Food,4199,0.00005613,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,10,Shaving Supplies,1,Food,267,0.00000357,201602
9999999999,ALL,2,Dry Grocery,202,FSI,8,Oral Hygiene,1,Food,14,0.00000019,201602
9999999999,ALL,2,Dry Grocery,1299,Military,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,459,0.00000614,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,4,Prescription Medications & Devices,1,Food,9438,0.00012616,201602
9999999999,ALL,2,Dry Grocery,202,FSI,9,Household Cleaners & Supplies,1,Food,45,0.00000060,201602
9999999999,ALL,2,Dry Grocery,202,FSI,8,Condiments/Dips/Gravies/Sauces,1,Food,353,0.00000472,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,4,Breakfast Foods - Shelf Stable,1,Food,532,0.00000711,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,10,Shaving Supplies,1,Food,753,0.00001007,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,222,0.00000297,201602
9999999999,ALL,2,Dry Grocery,1360,Print At Home,11,Heat & Eat - Canned or Packaged,1,Food,19,0.00000025,201602
9999999999,ALL,2,Dry Grocery,202,FSI,5,Milk,1,Food,1179,0.00001576,201602
9999999999,ALL,2,Dry Grocery,202,FSI,7,Chips/Pretzels/Popcorn,1,Food,22,0.00000029,201602
9999999999,ALL,2,Dry Grocery,202,FSI,10,Household Maintenance Products,1,Food,3,0.00000004,201602
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,4437,0.00005931,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,8,Condiments/Dips/Gravies/Sauces,1,Food,530,0.00000708,201602
9999999999,ALL,2,Dry Grocery,9999,Unknown,9,"Crackers, Cookies & Snack Bars",1,Food,6379,0.00008527,201602
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,4,Breakfast Foods - Shelf Stable,1,Food,330,0.00000441,201602
